CVE,In JSON,In Benchmark,JSON CWEs,Benchmark CWEs,Matched CWEs,Only in JSON,Only in Benchmark,Has Match,Exact Match,Precision,Recall,F1 Score
CVE-2021-28150,True,True,CWE-425;CWE-552,CWE-425,CWE-425,CWE-552,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28164,True,False,CWE-22,,,CWE-22,,False,False,0.0,0,0
CVE-2021-28165,True,True,CWE-770;CWE-400,CWE-400;CWE-755,CWE-400,CWE-770,CWE-755,True,False,0.5,0.5,0.5
CVE-2021-28168,True,True,CWE-668,CWE-668,CWE-668,,,True,True,1.0,1.0,1.0
CVE-2021-28169,True,False,CWE-22,,,CWE-22,,False,False,0.0,0,0
CVE-2021-28170,True,True,CWE-74;CWE-94;CWE-917,CWE-917,CWE-917,CWE-94;CWE-74,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-28171,True,True,CWE-565;CWE-668;CWE-425,CWE-565,CWE-565,CWE-425;CWE-668,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-28174,True,True,CWE-639;CWE-287,CWE-287,CWE-287,CWE-639,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28203,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-28204,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-28211,True,True,CWE-190;CWE-119;CWE-131,CWE-119,CWE-119,CWE-190;CWE-131,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-28233,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28242,True,True,CWE-89;CWE-74,CWE-89,CWE-89,CWE-74,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28249,True,True,CWE-426;CWE-269,CWE-426,CWE-426,CWE-269,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28250,True,True,CWE-269,CWE-269,CWE-269,,,True,True,1.0,1.0,1.0
CVE-2021-28269,True,True,CWE-732;CWE-276,CWE-732,CWE-732,CWE-276,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28275,True,True,CWE-125;CWE-119,CWE-125;CWE-704,CWE-125,CWE-119,CWE-704,True,False,0.5,0.5,0.5
CVE-2021-28280,True,True,CWE-352;CWE-79,CWE-352;CWE-79,CWE-352;CWE-79,,,True,True,1.0,1.0,1.0
CVE-2021-28302,True,True,CWE-119;CWE-674,CWE-776,,CWE-119;CWE-674,CWE-776,False,False,0.0,0.0,0
CVE-2021-28313,True,True,CWE-59;CWE-269;CWE-367,CWE-362;CWE-59,CWE-59,CWE-269;CWE-367,CWE-362,True,False,0.3333333333333333,0.5,0.4
CVE-2021-28321,True,True,CWE-59;CWE-269,CWE-59,CWE-59,CWE-269,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28322,True,True,CWE-59;CWE-269,CWE-362;CWE-59,CWE-59,CWE-269,CWE-362,True,False,0.5,0.5,0.5
CVE-2021-28323,True,True,CWE-290;CWE-200,CWE-59;CWE-178,,CWE-290;CWE-200,CWE-59;CWE-178,False,False,0.0,0.0,0
CVE-2021-28362,True,True,CWE-191,CWE-787;CWE-191,CWE-191,,CWE-787,True,False,1.0,0.5,0.6666666666666666
CVE-2021-28373,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2021-28374,True,True,CWE-732;CWE-276,CWE-732,CWE-732,CWE-276,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28375,True,True,CWE-269,CWE-862,,CWE-269,CWE-862,False,False,0.0,0.0,0
CVE-2021-28452,True,True,CWE-787,CWE-787,CWE-787,,,True,True,1.0,1.0,1.0
CVE-2021-28465,True,True,CWE-125;CWE-787;CWE-119,CWE-787,CWE-787,CWE-125;CWE-119,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-28474,True,True,CWE-74;CWE-94,CWE-436,,CWE-94;CWE-74,CWE-436,False,False,0.0,0.0,0
CVE-2021-28488,True,True,CWE-863;CWE-668,CWE-668,CWE-668,CWE-863,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28493,True,True,CWE-269,CWE-287,,CWE-269,CWE-287,False,False,0.0,0.0,0
CVE-2021-28494,True,True,CWE-306;CWE-287,CWE-287,CWE-287,CWE-306,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28495,True,True,CWE-287;CWE-798,CWE-287,CWE-287,CWE-798,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28496,True,True,CWE-522;CWE-200,CWE-522,CWE-522,CWE-200,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28499,True,True,CWE-522;CWE-312,CWE-522,CWE-522,CWE-312,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28500,True,False,CWE-863;CWE-306,,,CWE-863;CWE-306,,False,False,0.0,0,0
CVE-2021-28503,True,True,CWE-295;CWE-287,CWE-287,CWE-287,CWE-295,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28504,True,True,CWE-863,CWE-863,CWE-863,,,True,True,1.0,1.0,1.0
CVE-2021-28505,True,True,CWE-863,CWE-863,CWE-863,,,True,True,1.0,1.0,1.0
CVE-2021-28506,True,True,CWE-863;CWE-306,CWE-306;CWE-862,CWE-306,CWE-863,CWE-862,True,False,0.5,0.5,0.5
CVE-2021-28543,True,True,CWE-617;CWE-476,CWE-617;CWE-476,CWE-617;CWE-476,,,True,True,1.0,1.0,1.0
CVE-2021-28544,True,True,CWE-863;CWE-668;CWE-200;CWE-552,CWE-200,CWE-200,CWE-863;CWE-668;CWE-552,,True,False,0.25,1.0,0.4
CVE-2021-28550,True,True,CWE-416,CWE-416,CWE-416,,,True,True,1.0,1.0,1.0
CVE-2021-28561,True,True,CWE-787;CWE-119,CWE-787,CWE-787,CWE-119,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28563,True,False,CWE-863;CWE-639,,,CWE-863;CWE-639,,False,False,0.0,0,0
CVE-2021-28567,True,True,CWE-863,CWE-863,CWE-863,,,True,True,1.0,1.0,1.0
CVE-2021-28568,True,True,CWE-668;CWE-732;CWE-276,CWE-668,CWE-668,CWE-732;CWE-276,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-28571,True,True,CWE-77;CWE-78,CWE-78,CWE-78,CWE-77,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28585,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-28597,True,True,CWE-668;CWE-732,CWE-668,CWE-668,CWE-732,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28602,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28603,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28604,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28605,True,True,CWE-787,CWE-119,,CWE-787,CWE-119,False,False,0.0,0.0,0
CVE-2021-28606,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28607,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28608,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28610,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28623,True,True,CWE-668,CWE-668,CWE-668,,,True,True,1.0,1.0,1.0
CVE-2021-28626,True,False,CWE-863;CWE-862,,,CWE-863;CWE-862,,False,False,0.0,0,0
CVE-2021-28634,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-28645,True,True,CWE-732;CWE-269,CWE-732,CWE-732,CWE-269,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28646,True,True,CWE-732;CWE-276,CWE-732,CWE-732,CWE-276,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28648,True,False,CWE-269,,,CWE-269,,False,False,0.0,0,0
CVE-2021-28650,True,True,CWE-22;CWE-59,CWE-22;CWE-59,CWE-22;CWE-59,,,True,True,1.0,1.0,1.0
CVE-2021-28661,True,True,CWE-863,CWE-863,CWE-863,,,True,True,1.0,1.0,1.0
CVE-2021-28663,True,True,CWE-416;CWE-787,CWE-416,CWE-416,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28664,True,True,CWE-787;CWE-119,CWE-787,CWE-787,CWE-119,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28665,True,True,CWE-770;CWE-400;CWE-401,CWE-401,CWE-401,CWE-770;CWE-400,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-28669,True,True,CWE-862;CWE-269,CWE-862,CWE-862,CWE-269,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28674,True,True,CWE-863;CWE-330;CWE-639,CWE-863;CWE-330,CWE-863;CWE-330,CWE-639,,True,False,0.6666666666666666,1.0,0.8
CVE-2021-28681,True,True,CWE-295;CWE-772,CWE-755,,CWE-295;CWE-772,CWE-755,False,False,0.0,0.0,0
CVE-2021-28686,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2021-28687,True,True,CWE-824;CWE-908;CWE-909,CWE-617;CWE-909,CWE-909,CWE-908;CWE-824,CWE-617,True,False,0.3333333333333333,0.5,0.4
CVE-2021-28694,True,False,CWE-863,,,CWE-863,,False,False,0.0,0,0
CVE-2021-28696,True,True,CWE-863,CWE-863;CWE-119,CWE-863,,CWE-119,True,False,1.0,0.5,0.6666666666666666
CVE-2021-28697,True,True,CWE-362;CWE-416,CWE-362;CWE-269,CWE-362,CWE-416,CWE-269,True,False,0.5,0.5,0.5
CVE-2021-28701,True,True,CWE-362;CWE-416,CWE-362;CWE-269,CWE-362,CWE-416,CWE-269,True,False,0.5,0.5,0.5
CVE-2021-28702,True,True,CWE-459;CWE-416;CWE-401,CWE-416;CWE-787,CWE-416,CWE-459;CWE-401,CWE-787,True,False,0.3333333333333333,0.5,0.4
CVE-2021-28791,True,False,CWE-78,,,CWE-78,,False,False,0.0,0,0
CVE-2021-28793,True,False,CWE-668;CWE-427,,,CWE-668;CWE-427,,False,False,0.0,0,0
CVE-2021-28797,True,True,CWE-787;CWE-119;CWE-120,CWE-119,CWE-119,CWE-787;CWE-120,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-28798,True,True,CWE-22,CWE-22,CWE-22,,,True,True,1.0,1.0,1.0
CVE-2021-28799,True,False,CWE-863,,,CWE-863,,False,False,0.0,0,0
CVE-2021-28800,True,True,CWE-77;CWE-78,CWE-78,CWE-78,CWE-77,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28802,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-28804,True,True,CWE-77;CWE-78,CWE-78,CWE-78,CWE-77,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28805,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2021-28811,True,True,CWE-77;CWE-78,CWE-78,CWE-78,CWE-77,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28812,True,True,CWE-77;CWE-78,CWE-78,CWE-78,CWE-77,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28816,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2021-28817,True,False,CWE-732,,,CWE-732,,False,False,0.0,0,0
CVE-2021-28819,True,True,CWE-732;CWE-276,CWE-732,CWE-732,CWE-276,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28821,True,True,CWE-732,CWE-732,CWE-732,,,True,True,1.0,1.0,1.0
CVE-2021-28823,True,True,CWE-732,CWE-732,CWE-732,,,True,True,1.0,1.0,1.0
CVE-2021-28824,True,True,CWE-732,CWE-732,CWE-732,,,True,True,1.0,1.0,1.0
CVE-2021-28825,True,True,CWE-732,CWE-732,CWE-732,,,True,True,1.0,1.0,1.0
CVE-2021-28826,True,True,CWE-732,CWE-732,CWE-732,,,True,True,1.0,1.0,1.0
CVE-2021-28829,True,True,CWE-732;CWE-1236,CWE-1236,CWE-1236,CWE-732,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28857,True,True,CWE-312;CWE-319,CWE-522,,CWE-312;CWE-319,CWE-522,False,False,0.0,0.0,0
CVE-2021-28875,True,True,CWE-190;CWE-125;CWE-787;CWE-252,CWE-119;CWE-252,CWE-252,CWE-190;CWE-125;CWE-787,CWE-119,True,False,0.25,0.5,0.3333333333333333
CVE-2021-28876,True,True,CWE-787;CWE-755,CWE-119;CWE-755,CWE-755,CWE-787,CWE-119,True,False,0.5,0.5,0.5
CVE-2021-28877,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28878,True,True,CWE-416;CWE-787;CWE-119,CWE-119,CWE-119,CWE-416;CWE-787,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-28903,True,True,CWE-119;CWE-674,CWE-674,CWE-674,CWE-119,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28927,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-28936,True,True,CWE-306;CWE-287,CWE-306,CWE-306,CWE-287,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28951,True,True,CWE-667;CWE-362,CWE-667,CWE-667,CWE-362,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28954,True,True,CWE-668;CWE-427,CWE-427,CWE-427,CWE-668,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-28958,True,True,CWE-306;CWE-668;CWE-94,CWE-78,,CWE-94;CWE-306;CWE-668,CWE-78,False,False,0.0,0.0,0
CVE-2021-28960,True,True,CWE-20;CWE-77;CWE-78,CWE-77,CWE-77,CWE-78;CWE-20,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-28961,True,True,CWE-20;CWE-74;CWE-78,CWE-78,CWE-78,CWE-74;CWE-20,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-28963,True,True,CWE-79;CWE-94,CWE-74,,CWE-79;CWE-94,CWE-74,False,False,0.0,0.0,0
CVE-2021-28971,True,False,CWE-476,,,CWE-476,,False,False,0.0,0,0
CVE-2021-28973,True,True,CWE-611,CWE-611,CWE-611,,,True,True,1.0,1.0,1.0
CVE-2021-28979,True,True,CWE-74,CWE-74,CWE-74,,,True,True,1.0,1.0,1.0
CVE-2021-28994,True,True,CWE-770;CWE-1284;CWE-400,CWE-770,CWE-770,CWE-1284;CWE-400,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-29003,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-29006,True,True,CWE-22;CWE-200,CWE-22,CWE-22,CWE-200,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29012,True,True,CWE-565;CWE-287,CWE-287,CWE-287,CWE-565,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29023,True,True,CWE-770;CWE-640;CWE-338,CWE-287;CWE-307,,CWE-770;CWE-640;CWE-338,CWE-287;CWE-307,False,False,0.0,0.0,0
CVE-2021-29024,True,True,CWE-200;CWE-552,CWE-22;CWE-552,CWE-552,CWE-200,CWE-22,True,False,0.5,0.5,0.5
CVE-2021-29043,True,True,CWE-522,CWE-522,CWE-522,,,True,True,1.0,1.0,1.0
CVE-2021-29047,True,True,CWE-863;CWE-287,CWE-287,CWE-287,CWE-863,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29059,True,True,CWE-1333,CWE-1333,CWE-1333,,,True,True,1.0,1.0,1.0
CVE-2021-29060,True,True,CWE-1333,CWE-1333,CWE-1333,,,True,True,1.0,1.0,1.0
CVE-2021-29061,True,True,CWE-400;CWE-1333,CWE-1333,CWE-1333,CWE-400,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29063,True,True,CWE-697;CWE-400;CWE-1333,CWE-1333,CWE-1333,CWE-697;CWE-400,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-29069,True,True,CWE-77;CWE-78,CWE-77,CWE-77,CWE-78,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29070,True,True,CWE-77;CWE-78,CWE-77,CWE-77,CWE-78,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29071,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2021-29072,True,True,CWE-77;CWE-78,CWE-77,CWE-77,CWE-78,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29073,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29074,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2021-29075,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2021-29076,True,True,CWE-77;CWE-78,CWE-77,CWE-77,CWE-78,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29077,True,True,CWE-77;CWE-78,CWE-77,CWE-77,CWE-78,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29078,True,True,CWE-77;CWE-78,CWE-77,CWE-77,CWE-78,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29079,True,True,CWE-78,CWE-77,,CWE-78,CWE-77,False,False,0.0,0.0,0
CVE-2021-29081,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2021-29083,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-29084,True,True,CWE-74,CWE-74,CWE-74,,,True,True,1.0,1.0,1.0
CVE-2021-29085,True,True,CWE-74,CWE-74,CWE-74,,,True,True,1.0,1.0,1.0
CVE-2021-29086,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2021-29089,True,True,CWE-89,CWE-89,CWE-89,,,True,True,1.0,1.0,1.0
CVE-2021-29090,True,True,CWE-89,CWE-89,CWE-89,,,True,True,1.0,1.0,1.0
CVE-2021-29097,True,True,CWE-787;CWE-119;CWE-120,CWE-119;CWE-20,CWE-119,CWE-787;CWE-120,CWE-20,True,False,0.3333333333333333,0.5,0.4
CVE-2021-29108,True,True,CWE-287;CWE-347;CWE-290,CWE-347,CWE-347,CWE-287;CWE-290,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-29113,True,True,CWE-79;CWE-829,CWE-829,CWE-829,CWE-79,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29136,True,True,CWE-22;CWE-59,CWE-59,CWE-59,CWE-22,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29143,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-29156,True,True,CWE-287;CWE-74,CWE-74,CWE-74,CWE-287,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29158,True,False,CWE-863,,,CWE-863,,False,False,0.0,0,0
CVE-2021-29203,True,True,CWE-306;CWE-798,CWE-306,CWE-306,CWE-798,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29208,True,True,CWE-79;CWE-74,CWE-79;CWE-74,CWE-79;CWE-74,,,True,True,1.0,1.0,1.0
CVE-2021-29209,True,True,CWE-79;CWE-74,CWE-79;CWE-74,CWE-79;CWE-74,,,True,True,1.0,1.0,1.0
CVE-2021-29210,True,True,CWE-79;CWE-74,CWE-79;CWE-74,CWE-79;CWE-74,,,True,True,1.0,1.0,1.0
CVE-2021-29242,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-29247,True,True,CWE-732,CWE-732;CWE-200,CWE-732,,CWE-200,True,False,1.0,0.5,0.6666666666666666
CVE-2021-29248,True,True,CWE-319,CWE-319,CWE-319,,,True,True,1.0,1.0,1.0
CVE-2021-29253,True,True,CWE-522;CWE-312;CWE-922,CWE-522,CWE-522,CWE-312;CWE-922,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-29255,True,True,CWE-522;CWE-319,CWE-522,CWE-522,CWE-319,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29262,True,True,CWE-668;CWE-732,CWE-522,,CWE-668;CWE-732,CWE-522,False,False,0.0,0.0,0
CVE-2021-29280,True,True,CWE-119;CWE-290,CWE-290;CWE-119,CWE-290;CWE-119,,,True,True,1.0,1.0,1.0
CVE-2021-29298,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-29300,True,True,CWE-77;CWE-78,CWE-78,CWE-78,CWE-77,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29323,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2021-29324,True,True,CWE-119;CWE-674,CWE-770,,CWE-119;CWE-674,CWE-770,False,False,0.0,0.0,0
CVE-2021-29325,True,True,CWE-190;CWE-119,CWE-119,CWE-119,CWE-190,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29326,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2021-29327,True,True,CWE-190;CWE-787;CWE-119,CWE-119,CWE-119,CWE-190;CWE-787,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-29328,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2021-29329,True,True,CWE-119,CWE-770,,CWE-119,CWE-770,False,False,0.0,0.0,0
CVE-2021-29369,True,True,CWE-88;CWE-78,CWE-78,CWE-78,CWE-88,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29379,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-29394,True,True,CWE-863;CWE-287;CWE-639,CWE-287,CWE-287,CWE-863;CWE-639,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-29396,True,True,CWE-862;CWE-287,CWE-732,,CWE-287;CWE-862,CWE-732,False,False,0.0,0.0,0
CVE-2021-29415,True,True,CWE-203;CWE-327,CWE-203,CWE-203,CWE-327,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29418,True,True,CWE-704;CWE-290;CWE-20,CWE-20,CWE-20,CWE-704;CWE-290,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-29430,True,True,CWE-770;CWE-1284;CWE-400,CWE-770,CWE-770,CWE-1284;CWE-400,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-29431,True,True,CWE-918;CWE-20,CWE-918;CWE-20,CWE-918;CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-29433,True,True,CWE-770;CWE-1284,CWE-400;CWE-20,,CWE-770;CWE-1284,CWE-400;CWE-20,False,False,0.0,0.0,0
CVE-2021-29439,True,True,CWE-863;CWE-269,CWE-863,CWE-863,CWE-269,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29440,True,True,CWE-269;CWE-94,CWE-94,CWE-94,CWE-269,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29443,True,True,CWE-203;CWE-327,CWE-203;CWE-327,CWE-203;CWE-327,,,True,True,1.0,1.0,1.0
CVE-2021-29444,True,True,CWE-203;CWE-327,CWE-203;CWE-327,CWE-203;CWE-327,,,True,True,1.0,1.0,1.0
CVE-2021-29445,True,True,CWE-203;CWE-327,CWE-203;CWE-327,CWE-203;CWE-327,,,True,True,1.0,1.0,1.0
CVE-2021-29446,True,True,CWE-203;CWE-327,CWE-203;CWE-327,CWE-203;CWE-327,,,True,True,1.0,1.0,1.0
CVE-2021-29449,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2021-29450,True,True,CWE-863;CWE-200,CWE-200,CWE-200,CWE-863,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29452,True,True,CWE-863,CWE-863,CWE-863,,,True,True,1.0,1.0,1.0
CVE-2021-29453,True,True,CWE-770;CWE-1284,CWE-770;CWE-20,CWE-770,CWE-1284,CWE-20,True,False,0.5,0.5,0.5
CVE-2021-29454,True,True,CWE-94,CWE-94,CWE-94,,,True,True,1.0,1.0,1.0
CVE-2021-29459,True,True,CWE-79,CWE-79,CWE-79,,,True,True,1.0,1.0,1.0
CVE-2021-29461,True,True,CWE-78,CWE-88,,CWE-78,CWE-88,False,False,0.0,0.0,0
CVE-2021-29462,True,True,CWE-346,CWE-345;CWE-290,,CWE-346,CWE-345;CWE-290,False,False,0.0,0.0,0
CVE-2021-29464,True,True,CWE-787;CWE-119,CWE-119,CWE-119,CWE-787,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29465,True,True,CWE-668;CWE-78,CWE-78,CWE-78,CWE-668,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29467,True,True,CWE-79,CWE-79,CWE-79,,,True,True,1.0,1.0,1.0
CVE-2021-29469,True,True,CWE-407;CWE-400;CWE-1333,CWE-1333,CWE-1333,CWE-400;CWE-407,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-29471,True,True,CWE-770;CWE-400;CWE-1333,CWE-1333,CWE-1333,CWE-770;CWE-400,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-29472,True,True,CWE-88;CWE-668,CWE-88,CWE-88,CWE-668,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29474,True,True,CWE-22;CWE-20,CWE-22;CWE-20,CWE-22;CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-29475,True,True,CWE-79;CWE-94;CWE-918;CWE-78,CWE-94;CWE-918,CWE-918;CWE-94,CWE-79;CWE-78,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29480,True,True,CWE-287;CWE-330,CWE-330;CWE-327,CWE-330,CWE-287,CWE-327,True,False,0.5,0.5,0.5
CVE-2021-29481,True,True,CWE-312;CWE-732,CWE-312,CWE-312,CWE-732,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29483,True,True,CWE-863;CWE-668;CWE-200,CWE-200,CWE-200,CWE-863;CWE-668,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-29486,True,True,CWE-835;CWE-20,CWE-835;CWE-20,CWE-835;CWE-20,,,True,True,1.0,1.0,1.0
CVE-2021-29487,True,True,CWE-697;CWE-352;CWE-287;CWE-670,CWE-697,CWE-697,CWE-670;CWE-352;CWE-287,,True,False,0.25,1.0,0.4
CVE-2021-29501,True,True,CWE-200;CWE-94,CWE-77,,CWE-200;CWE-94,CWE-77,False,False,0.0,0.0,0
CVE-2021-29502,True,True,CWE-200;CWE-94,CWE-94,CWE-94,CWE-200,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29503,True,True,CWE-79;CWE-94,CWE-79,CWE-79,CWE-94,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29505,True,True,CWE-78;CWE-502,CWE-502,CWE-502,CWE-78,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29506,True,True,CWE-400;CWE-1333,CWE-1333,CWE-1333,CWE-400,,True,False,0.5,1.0,0.6666666666666666
CVE-2021-29509,True,True,CWE-667;CWE-770,CWE-667;CWE-400,CWE-667,CWE-770,CWE-400,True,False,0.5,0.5,0.5
CVE-2021-29512,True,True,CWE-1284;CWE-787;CWE-119,CWE-119,CWE-119,CWE-1284;CWE-787,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-29514,True,True,CWE-1284;CWE-787;CWE-119,CWE-119,CWE-119,CWE-1284;CWE-787,,True,False,0.3333333333333333,1.0,0.5
CVE-2021-29520,True,True,CWE-1284;CWE-787,CWE-119,,CWE-1284;CWE-787,CWE-119,False,False,0.0,0.0,0
